日期,开盘,最高,最低,收盘,平均价,成交量,持仓量
2023/4/25,3979.4,3983,3920.8,3956.2,3952.8,101833,216001
2023/4/26,3952.4,3968.4,3936.4,3951,3953.4,79930,212087
2023/4/27,3945,3998,3939,3984.2,3981.8,76918,210732
2023/4/28,3988.4,4023.6,3988.4,4017.6,4013.2,71667,205866
2023/5/4,4004.4,4021.4,3991.6,4018.8,4014,67392,205143
2023/5/5,4019.2,4030,3979.6,4000,4001.2,76170,205664
2023/5/8,4011.2,4050.4,4003.2,4040.4,4042.6,81999,206212
2023/5/9,4042.6,4072.6,4008,4008.2,4021,101928,211041
2023/5/10,4007,4009.2,3974.8,3980.6,3981.2,91250,210507
2023/5/11,3989.4,3999.2,3970.6,3972.8,3976.6,59869,204150
2023/5/12,3971.6,3987.4,3918.4,3919.8,3927.8,88091,214896
2023/5/15,3919.6,3988.4,3913.6,3987.2,3979.6,102777,211528
2023/5/16,3986,3994,3954,3970.2,3964,79635,206394
2023/5/17,3968.4,3975,3934.6,3943.4,3940.8,83228,210762
2023/5/18,3951,3970.2,3918.2,3935.2,3932.4,101630,211606
2023/5/19,3925.4,3954.2,3908.4,3930.2,3931.6,95667,203392
2023/5/22,3929.6,3972,3916.6,3946.8,3949.6,93781,208846
2023/5/23,3946.2,3957.2,3884.4,3886,3901.2,88534,207542
2023/5/24,3877.4,3883,3834,3837.2,3846.6,101712,218309
2023/5/25,3829.6,3839.6,3792.2,3823.2,3815.2,100023,216745
2023/5/26,3820,3841,3792,3831,3830.8,96198,220619
2023/5/29,3849.2,3850.8,3797,3815,3811.4,80339,217207
2023/5/30,3811.4,3827,3765.8,3816,3808.8,102950,225153
2023/5/31,3802.4,3807,3762.2,3781.6,3780.8,87425,216796
2023/6/1,3778.6,3821.4,3774.8,3789.4,3791.6,95981,220619
2023/6/2,3810.2,3852.4,3810.2,3840.2,3845.2,89186,211047
2023/6/5,3840.2,3840.2,3810,3822,3821.6,67429,209427
2023/6/6,3818.6,3850.4,3778.2,3781.6,3792.4,101494,220615
2023/6/7,3795.2,3802.8,3756.2,3768.4,3766.4,90814,214281
2023/6/8,3773.4,3815.6,3755.2,3796.4,3794.8,98280,217922
2023/6/9,3805.8,3820,3793,3817.6,3814.4,84030,210249
2023/6/12,3808.2,3841,3798.6,3816.4,3826.6,103297,218558
2023/6/13,3813,3847.8,3811.6,3843,3840.2,103486,212437
2023/6/14,3851.6,3868.6,3836.8,3839.4,3842.4,116417,215880
2023/6/15,3851.8,3900,3848.4,3899.2,3893.8,126402,216491
2023/6/16,3904.2,3948.2,3904.2,3937.2,3941.4,116619,202673
2023/6/19,3931,3933.6,3903.8,3908.6,3909.6,68836,199748
2023/6/20,3906.6,3919.2,3893.6,3898,3899.8,65292,201490
2023/6/21,3880.6,3894.6,3837.6,3837.8,3851,84505,202407
2023/6/26,3811.2,3821,3784.8,3799,3794.6,91289,210585
2023/6/27,3804.2,3833.6,3790.2,3822.8,3826.4,73327,203548
2023/6/28,3816,3829.4,3788.6,3827.6,3823.8,73901,207492
2023/6/29,3829.6,3832,3798.2,3811.2,3816,63487,204049
2023/6/30,3807.8,3854.2,3804.2,3833.2,3836,70503,205726
2023/7/3,3844,3892,3844,3878.4,3879.2,76064,208026
2023/7/4,3875.2,3888.4,3870.8,3885.8,3882,48798,200320
2023/7/5,3879.8,3885.2,3850,3854.4,3857.2,60638,205046
2023/7/6,3844.4,3869.6,3821.6,3826.8,3827.4,73057,208061
2023/7/7,3819.2,3831.6,3806.4,3812.6,3816.2,74628,212044
2023/7/10,3837.6,3857.4,3818.8,3831.4,3830.8,69455,209848
2023/7/11,3845.4,3863.2,3834.8,3858,3857.2,70532,209010
2023/7/12,3859.2,3866.6,3828,3836,3837.4,71419,211653
2023/7/13,3854.6,3904.6,3854.4,3902.4,3899.8,89691,215559
2023/7/14,3911,3912.4,3896.8,3900.2,3901.4,58318,209574
2023/7/17,3884,3884,3850.2,3865,3862.4,73212,208821
2023/7/18,3873.4,3875,3847.6,3860.6,3860.8,72621,211213
2023/7/19,3850.6,3867,3839.6,3861.6,3857.6,85094,214868
2023/7/20,3873,3888.8,3826.2,3832.2,3840.2,113054,223750
2023/7/21,3829.8,3865,3822.2,3838.4,3835.8,108730,214693
2023/7/24,3812.6,3843.6,3810.8,3818.8,3815.6,66327,214881
2023/7/25,3882.6,3931.4,3882.6,3931.2,3927,110399,227385
2023/7/26,3923.2,3928.6,3909,3921.2,3918.8,62920,215248
2023/7/27,3931.8,3943.4,3901.4,3915.8,3911.4,79008,219813
2023/7/28,3902.4,4023.6,3901,4015.6,4013.2,123043,239797
2023/7/31,4049.4,4088.8,4024.8,4033,4037.2,119903,243911
2023/8/1,4030.2,4054.4,4007.2,4018.4,4015,86680,239859
2023/8/2,4010.6,4031.4,3977.2,3986,3985.6,100752,247425
2023/8/3,3983.6,4020.6,3982.2,4019,4012.4,90239,243123
2023/8/4,4057.6,4083,4028,4037.4,4043.2,135627,262497
2023/8/7,4025.2,4025.2,4001.6,4016,4008.2,78675,247111
2023/8/8,4000.8,4026,3987.2,3999.4,4001.4,89547,254863
2023/8/9,3990.6,4007.2,3987.2,3995.4,3992.6,68156,247760
2023/8/10,3993,4004,3964.2,3993.2,3994.2,95631,264979
2023/8/11,3993.8,3999,3890.4,3892.8,3909.2,140833,264656
2023/8/14,3851.2,3876,3829.8,3869.6,3869.2,119767,259073
2023/8/15,3876.8,3881.4,3826.4,3865.8,3860.2,118163,256823
2023/8/16,3848.2,3869.6,3835.2,3836,3841.6,102930,252394
2023/8/17,3820.6,3859.6,3804,3852,3847.6,126687,260946
2023/8/18,3853.2,3863.6,3796,3797.2,3812.6,123236,247494
2023/8/21,3786.6,3803,3741.6,3742.4,3757.8,113427,257458
2023/8/22,3761.6,3787.2,3719.4,3768.6,3765.8,132600,263483
2023/8/23,3762.6,3768.6,3703,3711.6,3720.6,110313,257148
2023/8/24,3729.4,3767.8,3718.6,3736.6,3743.2,104916,259402
2023/8/25,3718.2,3756.6,3712.6,3729.4,3725,113779,264834
2023/8/28,3931.6,3933.6,3754.2,3766.8,3769,191333,290513
2023/8/29,3767,3840.4,3767,3808.2,3811,149180,274318
2023/8/30,3823.2,3837.2,3800,3804.8,3810.4,96624,266376
2023/8/31,3808.8,3816.6,3779,3787.6,3787.4,84190,267647
2023/9/1,3805.6,3829.4,3796.6,3808,3805,82944,261446
2023/9/4,3836.6,3877.4,3821.2,3869.6,3862.8,113538,268637
2023/9/5,3858.8,3860.4,3829.6,3838.6,3836,87147,260052
2023/9/6,3826.4,3840.6,3812,3829.8,3830.6,85023,264162
2023/9/7,3821.2,3823.2,3771,3774,3779.2,105593,266646
2023/9/8,3764,3774.2,3741.2,3752.6,3755.2,89800,259850
2023/9/11,3760.6,3805.8,3747.4,3782,3783,124433,269842
2023/9/12,3779.4,3792.2,3770,3779.8,3778,101485,260485
2023/9/13,3779.8,3788.8,3732.6,3753,3745.4,139533,267989
2023/9/14,3756,3764,3729.8,3750.2,3742,138882,263753
2023/9/15,3758,3763.8,3715.6,3734.8,3725,151334,254967
2023/9/18,3720.8,3765.2,3713,3754.2,3752.6,99289,252645
2023/9/19,3746.2,3751,3726.4,3747.2,3745.2,77278,248937
2023/9/20,3738.6,3747.2,3730,3731.2,3736.2,62392,245108
2023/9/21,3720.6,3736.8,3692.8,3693.8,3702.2,86182,259821
2023/9/22,3696.6,3774.6,3689.2,3774.4,3763.2,110370,263559
2023/9/25,3766.4,3766.8,3736.2,3744,3741.2,68285,252539
2023/9/26,3740.4,3751.2,3721.6,3725,3724.2,61285,255449
2023/9/27,3725,3763.4,3722.6,3735.2,3737.4,88235,263490
2023/9/28,3745,3746.4,3709.8,3715,3715.4,68411,260022
2023/10/9,3705,3718.2,3661.2,3703.6,3706,92966,276414
2023/10/10,3723.4,3729.4,3672.8,3675.2,3677.2,79157,267283
2023/10/11,3693.6,3712.8,3676.4,3682.8,3682.8,80285,268045
2023/10/12,3725.2,3733.6,3701.4,3722.6,3720.2,94990,269844
2023/10/13,3698.4,3698.4,3675.8,3684.2,3681.8,75401,266309
2023/10/16,3690.8,3690.8,3629.6,3639.2,3638.4,92765,275573
2023/10/17,3647,3660.2,3635.2,3652,3649.2,89655,267879
2023/10/18,3643.6,3650,3620.4,3623.4,3624.4,107975,276239
2023/10/19,3601.6,3606.6,3538.8,3542.4,3550.6,149908,286856
2023/10/20,3529.6,3544.6,3510.2,3525.4,3519.2,142129,269689
2023/10/23,3511.4,3519,3453.6,3475.4,3468.2,119453,273369
2023/10/24,3487,3509,3459.6,3492.6,3497.6,122707,278530
2023/10/25,3532.4,3550.4,3510,3511.6,3517,107226,270265
2023/10/26,3497.8,3531.2,3493,3526,3519.8,95317,276026
2023/10/27,3516.8,3595,3509.2,3581,3584,122480,277438
2023/10/30,3569.8,3607.4,3569.8,3594.6,3598.8,96853,270878
2023/10/31,3587.6,3594,3565.8,3587.2,3583.2,75413,266514
2023/11/1,3610,3610,3573.2,3584,3584.4,79913,268533
2023/11/2,3594.8,3612,3565.2,3566.2,3570.4,76876,265520
2023/11/3,3577,3614,3573,3596.8,3601,94325,273593
2023/11/6,3620,3649.8,3618.6,3645.8,3641.6,97570,274225
2023/11/7,3636.2,3645.8,3621,3634.8,3638.4,77971,270881
2023/11/8,3625.6,3640.6,3600.6,3621.2,3612,92672,274517
2023/11/9,3614.6,3638.6,3611.6,3624.8,3621.8,84419,269408
2023/11/10,3607.8,3611,3585.2,3594.2,3595,84853,267530
2023/11/13,3616.6,3617,3571.2,3593,3586.6,85193,270547
2023/11/14,3599.6,3613.8,3578.4,3593,3588.4,100489,272157
2023/11/15,3629,3636,3605.8,3617.8,3614,111426,272594
2023/11/16,3610.4,3618,3579.8,3580.6,3586.6,110985,270829
2023/11/17,3571,3582.6,3554.4,3573.8,3569.6,104137,263451
2023/11/20,3578.8,3598,3547.4,3585.8,3585.2,91440,265374
2023/11/21,3601.2,3629.8,3582.6,3592,3593,109386,272544
2023/11/22,3581.2,3588.4,3552.4,3552.4,3558.8,77772,267670
2023/11/23,3551.2,3576.6,3537.2,3575.2,3571.8,86531,274578
2023/11/24,3567,3568.8,3537.8,3546.2,3544.8,78218,268887
2023/11/27,3543.8,3544,3496.4,3520.4,3517,86062,273960
2023/11/28,3515.4,3530.4,3505,3526,3523,69943,264862
2023/11/29,3531.2,3531.2,3485.2,3499.8,3493.4,78608,274138
2023/11/30,3499.2,3514.2,3488.4,3505,3503.2,78027,268787
2023/12/1,3501.4,3501.8,3458,3486.6,3490.2,103735,286565
2023/12/4,3489,3494.6,3459.8,3460.4,3464.6,85843,275159
2023/12/5,3453.4,3453.4,3375.6,3378,3399.6,125723,284037
2023/12/6,3374.6,3416.4,3369.8,3388.2,3394.6,119041,271729
2023/12/7,3381.2,3399.8,3359.4,3385.6,3389.2,111413,273741
2023/12/8,3389.6,3407.2,3383.2,3392.8,3394.2,98117,265601
2023/12/11,3369.6,3433.2,3342,3419.6,3415.2,141967,281674
2023/12/12,3413,3432,3409.4,3429.2,3426.4,119616,267878
2023/12/13,3419.4,3419.8,3362.2,3363.6,3372.2,133041,279734
2023/12/14,3384,3398.6,3344.2,3347.6,3354,147987,278601
2023/12/15,3366.6,3390.8,3332.4,3342.4,3338.2,171725,272093
2023/12/18,3329.4,3354.2,3305.4,3336.6,3333,92555,263142
2023/12/19,3334.2,3359,3321,3346.4,3336.2,85554,267666
2023/12/20,3350.6,3356.8,3310.6,3314.8,3320.4,88174,268730
2023/12/21,3301.8,3362,3298.6,3349.8,3351.6,120032,279913
2023/12/22,3347,3383,3332.4,3356.8,3355.6,120877,278686
2023/12/25,3357.2,3374,3352.4,3364.6,3364.6,65035,266498
2023/12/26,3364.8,3364.8,3331.8,3342,3341.8,74519,269675
2023/12/27,3353.4,3359.6,3325.8,3350.6,3351.8,86982,270893
2023/12/28,3348.8,3448.2,3347,3441.6,3438.8,138709,291028
2023/12/29,3436.4,3457.6,3432.4,3448.8,3448.8,99138,273503
2024/1/2,3449.8,3449.8,3395.4,3395.6,3402.6,87264,271999
2024/1/3,3392.6,3405.2,3375.4,3389.4,3389.5,80076,269500
2024/1/4,3386.2,3388,3329.6,3354,3352.9,102467,281230
2024/1/5,3345,3381,3316.2,3335.6,3351.1,114815,274596
2024/1/8,3329.6,3344.8,3276.6,3277.4,3305.2,122179,281180
2024/1/9,3286.4,3309.8,3273,3290.8,3290.4,109492,273094
2024/1/10,3279.2,3316.6,3265.4,3276.4,3288.8,108264,278255
2024/1/11,3275.8,3320.6,3271.8,3300.2,3296.3,111227,276920
2024/1/12,3282.4,3317.2,3282.4,3288.6,3298.5,94255,274426
2024/1/15,3273,3314,3264.2,3281.2,3286.9,102843,275158
2024/1/16,3272.4,3302,3252.6,3300,3282.6,147753,288424
2024/1/17,3289.8,3291.4,3207.6,3216.4,3259.6,157136,284538
2024/1/18,3209.8,3244.2,3149.2,3232.2,3194.1,211922,299595
2024/1/19,3225,3254,3222.6,3238.6,3237.7,172308,291922
2024/1/22,3232.4,3251.4,3124.8,3161.2,3180.8,171421,282986
2024/1/23,3159,3229.2,3147,3203.6,3214,158429,278858
2024/1/24,3229.4,3259.4,3163.6,3257.2,3239,165989,283283
2024/1/25,3255.6,3334.2,3245.6,3328.4,3325.4,157303,275347
2024/1/26,3319.2,3341.8,3309.6,3321.2,3323.4,134290,273067
2024/1/29,3329.6,3343.8,3282.4,3283.4,3295.6,125703,267525
2024/1/30,3269.4,3283.4,3226.8,3227.6,3242.8,132127,273069
2024/1/31,3220.2,3240.6,3181.2,3197.8,3206.4,148069,269180
2024/2/1,3188.4,3236.4,3173.2,3198.8,3203.8,142252,272605
2024/2/2,3209,3219.4,3066.4,3148,3134,180464,282342
2024/2/5,3128.8,3176.8,3059.6,3127,3146.4,196408,287944
2024/2/6,3121,3276.2,3120.8,3275,3263,192037,280146
2024/2/7,3278,3318.2,3267.6,3306.8,3289,172421,277799
2024/2/8,3322,3353.2,3319.8,3340.8,3333.8,152345,275409
2024/2/19,3370.6,3375,3340.6,3361.2,3361.4,118693,260298
2024/2/20,3357.2,3380.2,3348,3371.8,3372.4,93478,260306
2024/2/21,3361.6,3492.4,3357.2,3442.4,3456.6,162597,279048
2024/2/22,3438.4,3472.6,3438,3471.2,3465.8,100164,266716
2024/2/23,3473,3491.8,3458.4,3475,3476,100070,266223
2024/2/26,3468.2,3476.8,3430.4,3432.4,3440.4,106407,265114
2024/2/27,3426.8,3484,3423.6,3484,3470.2,101895,260571
2024/2/28,3487.4,3512.4,3439.8,3442.2,3462,137593,270105
2024/2/29,3441.8,3505.8,3440.8,3502.2,3491.2,130012,263945
2024/3/1,3496.6,3536,3492,3526,3526.2,109603,262193
2024/3/4,3525,3533.8,3505.8,3514.4,3515,94055,256883
2024/3/5,3500.4,3536.2,3493.8,3524.6,3526.8,114809,260376
2024/3/6,3520,3558.6,3514.4,3523.8,3531.6,108509,254439
2024/3/7,3523.8,3547.2,3499.4,3503.6,3506.6,100836,252991
2024/3/8,3510.2,3523.4,3487.6,3516.2,3515.8,97541,249259
2024/3/11,3516,3561.8,3510.6,3560.8,3549,114303,253399
2024/3/12,3566.8,3583.6,3554.2,3573.6,3572.8,125457,253025
2024/3/13,3571.8,3573.6,3543.6,3552.8,3555.6,109610,249183
2024/3/14,3553.6,3578,3525.8,3543.2,3537.2,127173,255573
2024/3/15,3536.8,3554,3514.2,3552.6,3545,117160,234489
2024/3/18,3558.2,3584.2,3551.8,3583.2,3577.8,85666,236358
2024/3/19,3575.4,3591,3554.6,3558.8,3561.8,79247,233692
2024/3/20,3554.2,3571.8,3548.8,3562,3564.4,76779,231479
2024/3/21,3572.8,3585.2,3556.4,3561.2,3567.2,79063,234091
2024/3/22,3559.2,3559.2,3497.8,3514.6,3519.4,111480,245834
2024/3/25,3511.8,3538,3496.2,3530.4,3518.6,59857,227229
